Confidence_Level,Self_Assessed_Skill_Level_in_WebDev,Interest_Level_in_WebDev,Self_Assessed_Skill_Level_in_GameDev,Interest_Level_in_GameDev,Self_Assessed_Skill_Level_in_CyberSecurity,Interest_Level_in_CyberSecuirty,Self_Assessed_Skill_Level_in_DataScience,Interest_Level_in_DataScience,Self_Assessed_Skill_Level_in_MobileDev,Interest_Level_in_MobileDev,Self_Assessed_Skill_Level_in_ProductManager,Interest_Level_in_ProductManager,Self_Assessed_Skill_Level_in_UIUX,Interest_Level_in_UIUX,Self_Assessed_Skill_Level_in_SoftEng,Interest_Level_in_SoftEng,Skill_to_Improve_First
1,5,4,4,8,4,7,4,5,7,2,5,10,8,10,7,1,CodingSkill
8,7,10,5,1,5,7,7,2,9,8,3,4,8,6,9,4,WebDev
8,5,2,10,5,10,9,10,9,6,6,1,5,4,4,7,4,ProductManager
6,6,7,7,5,3,1,2,3,1,8,7,7,3,2,7,9,WebDev
5,9,7,2,1,5,3,5,9,1,6,8,6,5,10,1,1,ProductManager
8,3,1,2,9,3,1,9,10,1,1,10,4,6,10,7,3,MobileDev
3,3,5,10,5,4,6,2,2,10,9,9,5,9,5,6,9,CodingSkill
3,8,3,9,9,3,10,3,1,5,9,4,10,10,2,9,8,CodingSkill
2,10,9,4,6,5,7,5,10,6,5,2,8,7,1,9,2,CodingSkill
5,6,9,5,7,2,2,5,7,6,10,8,10,3,1,4,9,MobileDev
3,10,7,3,7,9,9,8,1,9,7,9,2,9,6,4,1,CodingSkill
3,3,9,2,2,3,5,7,8,10,3,4,6,6,9,8,4,CodingSkill
6,2,2,10,5,10,3,3,3,1,2,6,1,2,5,3,2,MobileDev
8,2,10,8,2,1,7,5,3,3,8,5,6,2,9,4,4,CyberSecurity
2,2,8,4,4,5,7,8,9,4,3,9,10,5,4,10,10,CodingSkill
4,5,10,1,3,4,1,5,1,9,2,4,2,2,6,9,10,CodingSkill
7,5,10,6,6,2,6,2,7,1,7,7,10,1,3,2,7,MobileDev
1,1,10,6,5,8,3,10,2,8,9,2,8,8,7,7,2,CodingSkill
1,2,1,2,1,9,7,2,3,3,6,1,1,6,4,10,9,CodingSkill
10,2,3,2,2,6,5,1,10,8,2,1,2,2,6,1,4,DataScience
7,4,8,8,7,8,4,6,8,2,2,5,7,10,6,7,1,MobileDev
7,7,8,7,9,2,10,1,3,6,1,7,10,9,4,3,4,MobileDev
1,3,10,2,1,6,7,8,2,2,9,5,8,9,2,4,7,CodingSkill
1,5,8,10,4,1,7,1,7,7,4,4,3,8,2,3,3,CodingSkill
4,9,7,1,3,10,8,8,3,6,4,9,10,7,6,4,4,CodingSkill
5,5,2,8,5,3,5,6,8,7,10,2,9,1,9,8,10,UIUX
5,9,3,10,5,7,4,9,4,9,4,2,4,9,6,5,10,CyberSecurity
4,1,9,2,10,1,1,3,6,10,1,10,8,3,9,1,3,CodingSkill
8,9,2,5,10,6,4,7,8,9,10,1,10,3,2,10,9,CyberSecurity
7,5,7,6,2,7,10,2,4,6,8,5,6,2,8,3,6,DataScience
9,8,1,10,5,3,1,5,5,8,9,5,5,6,7,10,6,UIUX
7,5,3,1,4,8,7,1,3,10,9,1,9,9,3,10,8,GameDev
10,6,1,2,1,8,6,5,4,6,9,6,2,8,2,4,4,MobileDev
1,8,6,10,1,5,7,8,10,10,6,5,9,3,8,2,9,CodingSkill
7,2,4,4,1,2,8,10,8,2,7,7,5,4,1,5,3,WebDev
1,3,1,2,8,2,6,3,7,5,1,1,7,8,9,5,7,CodingSkill
7,9,5,6,3,5,2,6,6,5,5,3,7,3,10,7,8,DataScience
10,5,4,4,9,4,2,4,5,4,6,10,2,4,8,9,1,GameDev
8,5,10,3,10,4,9,8,9,9,8,9,8,9,2,5,7,GameDev
9,9,10,6,2,5,6,2,4,2,1,6,9,9,7,9,2,ProductManager
3,10,2,9,9,1,6,5,3,7,8,2,10,9,7,4,3,CodingSkill
4,3,7,8,9,7,1,6,6,6,7,9,9,10,10,3,2,CodingSkill
4,4,8,2,4,3,8,8,2,3,2,3,9,7,3,2,8,CodingSkill
9,7,4,3,4,10,8,2,9,7,7,3,7,2,6,7,5,MobileDev
7,2,9,2,4,10,4,9,6,8,4,2,4,5,10,10,5,WebDev
3,8,3,10,1,8,7,7,3,4,10,5,5,10,3,3,10,CodingSkill
10,5,6,7,5,9,9,10,2,8,10,3,9,7,4,10,3,ProductManager
5,1,7,9,6,8,1,4,9,6,6,6,9,4,10,4,10,WebDev
7,3,7,1,4,2,5,10,10,5,9,5,2,9,8,4,4,GameDev
8,9,6,3,8,7,8,2,3,8,4,9,10,8,4,5,9,CyberSecurity
1,5,9,6,3,4,7,8,6,6,10,10,5,8,8,10,6,CodingSkill
2,8,1,4,9,5,10,2,9,10,2,10,7,10,5,8,9,CodingSkill
7,1,9,10,7,10,4,2,3,8,9,3,6,9,5,9,4,WebDev
2,7,9,10,8,5,3,9,9,6,1,3,6,9,10,10,10,CodingSkill
7,7,4,1,7,9,1,4,2,4,6,4,1,2,6,7,5,SoftEng
9,8,5,9,9,2,3,7,4,2,7,5,2,5,2,8,10,DataScience
2,3,3,7,2,2,2,10,10,3,8,10,7,1,4,7,9,CodingSkill
7,1,7,7,4,3,5,4,3,7,4,8,4,5,10,5,2,WebDev
4,9,2,1,2,5,1,5,7,6,1,2,8,8,8,6,7,CodingSkill
2,1,8,9,8,4,4,1,4,6,1,10,2,7,9,8,6,CodingSkill
7,6,9,8,2,10,8,10,4,9,1,1,8,8,1,7,3,WebDev
5,9,6,10,8,10,9,1,1,5,3,7,9,8,9,1,5,ProductManager
1,2,9,5,6,9,1,10,10,9,9,8,10,5,2,10,9,CodingSkill
5,4,6,4,7,3,3,10,3,1,6,5,10,6,2,3,6,MobileDev
3,2,3,1,6,1,6,3,5,3,7,8,1,2,1,7,7,CodingSkill
7,4,10,9,9,5,5,6,5,5,7,8,6,4,8,5,1,WebDev
6,2,3,8,4,8,1,1,4,7,2,4,4,3,3,10,1,DataScience
8,1,2,2,1,1,2,4,7,5,6,10,6,10,10,6,6,WebDev
5,3,5,4,9,1,2,9,10,4,9,3,8,5,9,9,1,CyberSecurity
2,8,4,4,10,6,7,2,10,5,4,9,8,5,2,3,2,CodingSkill
9,5,6,7,8,7,6,2,4,1,8,4,8,9,5,3,1,MobileDev
8,4,5,3,1,8,6,2,7,5,8,6,3,7,7,2,10,DataScience
6,5,6,8,10,8,1,10,6,9,3,2,4,1,10,2,4,UIUX
10,6,4,7,6,3,1,10,6,3,7,7,5,7,7,5,9,WebDev
7,6,3,10,10,4,4,7,5,10,8,7,6,1,4,9,4,WebDev
9,5,1,4,4,9,10,7,8,6,6,6,2,9,10,5,3,GameDev
7,6,5,9,2,5,6,6,9,9,4,1,9,7,2,6,6,DataScience
3,9,6,6,3,9,6,2,9,6,8,2,1,8,6,5,1,CodingSkill
6,5,5,3,9,5,5,5,6,10,4,3,8,9,6,2,1,SoftEng
7,6,5,7,5,5,4,6,5,6,6,3,3,2,9,7,2,MobileDev
2,4,6,6,7,9,2,6,1,6,2,6,5,4,5,7,2,CodingSkill
3,3,4,8,2,6,7,10,3,7,2,8,6,7,9,7,6,CodingSkill
4,6,4,5,8,3,6,6,8,6,4,3,10,9,10,8,9,CodingSkill
10,5,8,6,3,5,7,6,1,8,6,4,7,7,6,6,2,ProductManager
6,4,8,1,1,1,3,1,1,2,3,9,5,2,8,9,5,GameDev
1,5,3,8,8,9,1,4,8,8,3,8,5,10,4,3,7,CodingSkill
9,7,7,1,9,10,1,1,7,4,6,8,6,2,9,4,6,WebDev
5,1,5,3,8,10,4,3,2,2,10,1,1,9,8,4,8,WebDev
7,1,5,2,1,7,4,2,6,9,8,9,5,6,2,3,3,WebDev
9,1,3,6,7,1,7,2,9,5,6,7,6,6,4,10,5,WebDev
9,2,2,8,7,4,7,6,8,3,8,10,5,3,7,7,9,WebDev
1,9,3,8,4,2,4,1,6,3,4,4,4,6,2,8,1,CodingSkill
1,5,7,7,8,3,7,4,2,9,5,6,3,10,7,4,7,CodingSkill
3,9,3,7,5,4,8,9,3,5,3,1,8,3,6,2,9,CodingSkill
6,5,2,8,4,2,9,3,3,10,7,8,8,4,6,5,6,CyberSecurity
2,7,4,5,5,10,6,8,9,7,7,9,7,5,8,4,5,CodingSkill
10,6,5,3,2,1,4,9,9,2,6,9,3,1,9,2,7,WebDev
1,2,7,2,4,4,10,2,5,6,4,9,3,3,3,9,1,CodingSkill
1,3,1,3,10,9,2,5,5,1,7,1,9,3,1,5,4,CodingSkill
5,5,8,3,8,9,9,6,8,8,3,10,3,2,3,2,1,UIUX
4,4,10,7,7,9,7,5,3,1,6,10,1,5,10,6,1,CodingSkill
1,6,3,1,8,3,6,6,9,3,4,10,7,7,9,6,9,CodingSkill
4,8,6,7,7,1,4,5,5,6,5,9,1,2,10,6,5,CodingSkill
3,8,4,6,7,1,4,7,9,8,6,10,9,1,2,6,2,CodingSkill
2,3,5,10,7,3,2,5,10,10,7,6,7,2,7,1,5,CodingSkill
9,4,10,2,2,10,1,5,9,1,7,6,3,5,10,1,7,MobileDev
1,1,6,10,3,8,5,7,4,10,7,1,5,6,4,4,1,CodingSkill
7,2,2,1,1,4,6,3,2,4,5,2,7,10,3,6,1,GameDev
4,9,3,9,2,8,10,10,7,3,10,10,1,8,4,4,10,CodingSkill
5,10,8,2,10,7,9,7,1,1,7,8,10,9,10,4,9,CyberSecurity
10,10,8,4,6,8,1,8,7,5,5,2,7,5,5,7,5,SoftEng
5,2,1,9,2,2,5,5,1,8,5,10,6,4,8,6,2,WebDev
1,6,10,9,1,8,5,4,5,7,3,9,4,2,1,5,8,CodingSkill
6,7,8,1,8,9,9,2,1,3,9,4,1,9,8,3,5,WebDev
9,6,2,2,9,10,4,5,8,5,9,4,10,3,6,8,5,WebDev
2,8,10,2,7,6,3,6,1,5,1,5,7,1,2,5,5,CodingSkill
7,9,10,2,3,3,3,9,6,8,4,7,4,9,7,4,2,ProductManager
6,8,8,8,1,7,6,6,1,6,3,1,6,2,5,3,1,MobileDev
5,5,10,8,4,9,1,6,2,3,4,9,2,8,4,8,8,MobileDev
4,8,5,10,10,8,1,6,4,7,2,6,2,4,6,5,7,CodingSkill
4,10,1,8,3,8,1,8,8,1,6,5,7,8,4,7,3,CodingSkill
6,10,8,4,3,7,7,6,3,2,6,5,1,9,1,8,6,DataScience
4,9,5,8,2,5,5,1,8,7,7,1,7,3,10,2,10,CodingSkill
5,8,1,7,10,2,9,1,7,2,6,1,2,5,3,4,1,GameDev
6,2,4,8,3,5,3,10,6,2,8,7,9,8,9,8,7,WebDev
5,2,1,1,5,5,6,2,10,10,4,2,7,8,7,2,5,GameDev
7,3,9,3,4,2,7,1,1,7,2,4,9,4,2,9,3,DataScience
9,7,10,10,1,10,3,3,6,10,10,8,9,2,8,8,10,WebDev
10,9,2,6,1,1,9,3,6,4,7,6,8,6,6,10,7,ProductManager
7,8,8,1,1,5,2,4,10,9,1,4,2,6,9,9,2,UIUX
7,9,4,4,10,6,7,6,8,7,1,7,6,7,8,4,5,DataScience
4,6,9,9,9,7,10,10,6,10,5,7,10,5,7,8,4,CodingSkill
1,1,2,7,9,2,4,7,2,10,5,1,4,1,9,2,6,CodingSkill
8,4,3,1,9,6,9,9,10,6,5,1,6,1,2,4,5,GameDev
4,6,2,6,10,8,7,8,3,4,3,5,4,1,10,7,8,CodingSkill
1,6,10,6,4,6,8,6,2,8,6,7,2,4,7,7,4,CodingSkill
5,8,5,2,4,3,10,9,3,5,2,6,10,7,7,6,2,ProductManager
8,1,1,6,10,3,3,4,1,8,10,1,7,8,7,6,5,WebDev
4,2,3,10,7,7,6,6,7,8,8,7,9,1,8,1,7,CodingSkill
8,2,1,2,3,2,4,7,5,9,8,1,5,5,6,5,2,ProductManager
8,6,10,8,10,3,4,2,9,9,5,2,4,5,7,2,4,WebDev
3,7,8,7,3,7,2,1,7,7,6,10,7,7,8,4,9,CodingSkill
9,2,4,6,4,9,10,10,1,10,2,7,5,1,9,10,7,UIUX
3,5,3,10,6,1,9,8,1,7,5,1,10,8,9,7,5,CodingSkill
1,6,8,6,1,5,1,8,2,6,8,5,8,4,2,1,7,CodingSkill
2,4,9,9,3,2,1,7,7,9,10,3,2,8,5,2,8,CodingSkill
6,1,8,9,5,5,7,9,7,8,7,4,4,8,9,4,2,WebDev
10,3,6,10,4,6,10,9,9,1,9,8,4,2,1,4,10,MobileDev
2,10,3,10,8,8,7,3,3,8,9,9,7,4,4,4,4,CodingSkill
6,9,8,2,9,7,4,1,3,2,8,6,1,3,3,9,1,ProductManager
1,6,5,3,8,5,8,9,8,9,2,2,10,2,7,6,2,CodingSkill
1,2,5,10,9,5,5,1,6,6,4,2,3,4,6,10,2,CodingSkill
5,9,9,7,8,2,6,1,3,5,4,9,8,4,8,4,10,GameDev
10,4,1,10,10,6,4,5,8,7,8,9,4,5,10,3,3,SoftEng
9,8,7,9,1,3,3,2,3,4,2,10,10,4,2,9,10,WebDev
8,10,8,6,7,6,2,2,6,9,10,7,9,7,1,5,2,GameDev
3,7,10,1,9,3,8,5,1,10,9,4,1,1,8,8,4,CodingSkill
3,3,3,7,1,2,5,7,4,8,2,4,5,1,9,1,6,CodingSkill
1,8,8,1,10,8,10,6,6,1,4,2,1,3,10,4,6,CodingSkill
3,4,1,5,1,4,6,5,5,1,3,10,2,6,10,8,8,CodingSkill
1,2,8,9,10,5,6,3,4,3,10,6,2,6,6,2,9,CodingSkill
8,5,7,10,2,9,4,9,10,8,8,7,6,5,8,8,1,WebDev
1,1,4,10,5,4,9,8,1,8,1,7,6,6,8,9,9,CodingSkill
5,8,7,9,8,1,7,3,4,2,7,6,9,6,5,5,7,ProductManager
9,8,10,1,8,6,10,7,1,1,7,6,3,9,4,9,1,CyberSecurity
7,3,7,6,10,5,8,3,10,4,9,5,10,1,3,7,6,UIUX
4,1,10,3,4,10,7,6,4,2,10,8,2,8,5,5,2,CodingSkill
9,4,1,9,7,3,4,3,3,5,8,5,3,6,4,8,2,CyberSecurity
9,9,3,3,7,5,9,8,7,7,6,9,4,6,9,5,4,UIUX
2,9,7,2,9,8,2,3,6,10,6,7,6,10,10,10,4,CodingSkill
10,1,5,8,9,1,5,5,6,10,6,2,8,6,2,3,9,WebDev
10,7,9,3,3,4,2,3,10,5,5,3,3,7,5,4,2,WebDev
6,6,7,5,8,3,8,8,3,1,1,8,10,7,1,7,10,WebDev
4,7,3,6,5,4,9,10,6,10,2,9,9,5,1,10,5,CodingSkill
8,7,1,10,5,2,3,9,3,5,6,8,5,7,8,1,7,UIUX
7,8,5,10,8,2,5,6,7,6,2,2,8,2,2,2,1,DataScience
7,8,10,1,6,2,9,10,2,9,5,10,5,3,5,5,5,WebDev
10,10,5,7,10,3,6,4,9,1,10,5,8,10,1,5,6,GameDev
9,2,7,7,10,9,3,10,10,3,1,9,2,2,4,7,5,WebDev
5,4,1,5,1,5,6,4,2,5,1,8,7,9,5,8,4,WebDev
6,4,10,9,4,4,9,5,1,1,6,4,2,1,10,8,10,MobileDev
1,10,2,2,9,4,10,3,4,7,1,7,7,5,5,7,5,CodingSkill
6,8,6,5,5,3,7,4,8,1,4,3,9,5,2,7,2,SoftEng
2,3,8,2,4,9,4,4,7,10,2,3,10,1,6,4,2,CodingSkill
6,3,4,2,10,10,4,1,6,10,9,3,5,1,3,4,8,DataScience
9,2,3,9,1,1,1,1,10,3,1,6,3,6,1,3,1,CyberSecurity
8,1,3,7,9,6,3,9,7,1,3,9,9,3,1,3,4,WebDev
9,8,3,4,8,4,9,3,4,9,7,3,2,8,9,5,4,UIUX
10,9,2,8,3,8,1,5,8,7,1,3,6,1,7,8,3,MobileDev
8,9,1,4,9,7,2,2,4,10,1,8,6,3,8,7,1,CyberSecurity
3,8,5,1,1,3,2,1,10,9,6,8,5,9,8,10,2,CodingSkill
8,5,10,10,4,5,8,7,8,9,6,10,8,8,9,5,2,WebDev
6,1,5,3,5,4,6,10,5,9,4,7,6,1,3,7,6,WebDev
6,9,5,10,4,4,7,9,9,10,10,4,3,1,5,1,7,DataScience
6,6,4,1,4,10,4,4,7,5,3,1,5,7,10,7,8,WebDev
3,7,3,2,9,8,4,4,10,7,10,5,3,4,3,9,4,CodingSkill
10,8,3,2,5,9,4,3,10,6,1,9,2,1,1,8,3,MobileDev
1,5,2,7,1,4,6,3,6,6,8,7,1,10,5,7,5,CodingSkill
4,6,5,4,7,2,4,2,2,3,8,3,9,3,8,5,9,CodingSkill
10,7,4,10,6,1,1,3,6,10,7,8,10,9,7,2,1,WebDev
6,7,6,9,9,10,1,5,1,6,4,5,8,7,3,4,1,MobileDev
10,2,2,2,4,4,8,8,2,10,2,10,2,7,6,2,7,WebDev
2,1,2,9,10,8,2,8,5,6,7,2,8,4,8,4,4,CodingSkill
7,8,8,6,6,5,9,5,7,5,8,2,5,2,3,3,10,GameDev
7,5,6,10,10,2,10,1,1,4,5,6,2,4,3,5,2,DataScience
4,10,3,8,7,4,8,10,2,10,9,3,9,9,8,4,3,CodingSkill
4,2,5,7,4,4,1,2,4,5,10,6,2,8,4,2,3,CodingSkill
1,3,3,8,9,10,10,8,9,7,8,3,5,6,8,4,4,CodingSkill
2,6,2,9,1,5,8,10,8,4,4,4,2,5,5,6,8,CodingSkill
9,10,3,8,1,2,9,9,10,9,10,10,9,2,9,7,8,SoftEng
10,6,1,6,3,7,4,7,9,4,9,6,7,9,2,2,1,ProductManager
8,8,7,8,9,5,7,9,4,9,1,7,6,2,7,5,10,ProductManager
8,5,6,8,5,4,4,9,7,10,9,1,7,8,3,4,6,ProductManager
9,5,5,2,1,8,3,6,3,9,1,9,7,5,8,1,8,SoftEng
7,7,6,2,5,2,1,6,8,7,5,7,8,3,4,6,8,DataScience
9,10,8,1,6,1,2,7,7,7,5,9,8,6,2,5,6,UIUX
10,5,3,10,4,6,7,1,8,10,8,1,4,3,8,7,8,DataScience
2,9,3,2,7,10,6,9,9,1,5,6,9,5,1,2,8,CodingSkill
6,6,5,7,3,10,8,1,6,2,8,3,6,3,10,10,7,WebDev
3,7,5,3,5,8,3,8,4,3,1,4,5,7,3,4,4,CodingSkill
6,8,1,4,6,7,6,10,3,3,10,3,10,4,7,4,5,CyberSecurity
3,5,4,4,7,9,6,2,3,3,3,5,10,8,3,10,2,CodingSkill
8,4,9,4,10,1,2,10,6,9,7,2,3,8,9,10,5,CyberSecurity
4,8,8,2,2,3,1,7,8,2,6,2,10,1,7,4,3,CodingSkill
10,10,3,6,5,9,2,5,8,1,5,7,4,3,8,3,1,GameDev
6,9,5,1,7,5,9,8,8,1,7,4,3,1,5,10,10,DataScience
9,1,5,5,7,6,6,10,9,6,5,4,10,6,4,2,6,WebDev
2,3,7,2,3,7,3,7,1,7,7,8,7,8,10,4,10,CodingSkill
2,4,8,9,8,3,10,8,7,2,10,7,7,7,8,10,10,CodingSkill
7,7,9,2,1,7,7,2,10,2,3,2,9,1,1,9,8,WebDev
2,6,7,6,4,3,1,10,9,8,6,5,7,2,5,9,10,CodingSkill
2,10,2,4,3,6,8,9,2,7,2,3,3,10,9,7,1,CodingSkill
4,10,8,6,4,8,10,6,4,4,1,2,7,4,7,10,10,CodingSkill
9,1,8,2,9,7,7,6,6,7,2,5,1,8,10,8,10,WebDev
8,4,2,2,8,5,3,6,4,4,4,3,6,3,9,7,1,GameDev
2,6,6,7,4,6,4,1,9,5,10,3,8,1,7,1,1,CodingSkill
8,3,10,3,8,4,7,7,10,8,6,8,6,7,3,10,9,WebDev
4,2,1,3,1,2,4,2,1,4,5,3,5,5,3,4,8,CodingSkill
2,2,7,7,8,7,5,2,9,7,8,7,7,3,6,7,7,CodingSkill
10,10,10,8,10,4,1,5,10,2,2,8,6,1,7,7,2,SoftEng
7,4,2,7,2,6,5,6,1,2,3,5,7,8,8,6,3,MobileDev
6,1,5,3,6,10,10,1,1,9,2,5,7,3,2,1,5,WebDev
10,10,7,3,6,2,10,1,5,10,10,3,9,9,2,6,7,SoftEng
5,2,10,7,3,2,4,1,1,8,2,7,10,6,9,1,1,DataScience
1,10,9,3,5,6,3,7,10,3,4,6,3,8,2,7,10,CodingSkill
2,2,1,2,2,8,9,1,9,7,2,7,9,2,8,5,6,CodingSkill
8,4,9,7,8,1,1,9,6,1,2,10,5,7,5,3,7,CyberSecurity
1,4,5,3,8,10,10,3,9,4,3,4,10,7,10,3,3,CodingSkill
3,1,6,5,5,7,5,10,5,4,1,3,4,7,10,8,3,CodingSkill
2,7,8,7,7,6,10,2,6,8,5,7,8,7,1,9,2,CodingSkill
5,7,2,2,8,5,2,6,2,4,4,3,1,3,3,6,2,DataScience
4,10,7,8,4,10,5,2,9,9,1,3,9,10,7,3,4,CodingSkill
7,10,4,2,2,8,5,5,3,10,6,4,4,1,3,5,9,CyberSecurity
5,10,9,4,5,1,10,5,5,7,7,10,7,6,1,2,9,UIUX
8,1,6,4,7,5,1,9,8,10,4,1,6,8,2,2,3,WebDev
4,8,7,8,4,6,4,4,5,5,3,2,2,4,8,5,6,CodingSkill
6,10,6,1,4,4,7,8,10,8,9,3,2,10,10,2,4,DataScience
4,7,8,9,4,10,1,7,4,4,3,6,9,5,1,3,10,CodingSkill
2,7,6,6,9,10,10,7,4,10,5,4,3,3,10,1,1,CodingSkill
1,6,7,4,9,2,2,1,5,6,5,9,3,2,2,8,6,CodingSkill
1,4,8,6,10,8,4,6,3,5,7,7,4,6,2,9,2,CodingSkill
8,8,1,6,8,5,10,6,10,10,1,5,5,6,1,10,3,DataScience
4,2,10,9,8,10,2,10,4,3,3,10,5,3,3,4,1,CodingSkill
5,7,4,4,7,6,2,8,5,8,3,9,10,3,2,4,4,CyberSecurity
8,3,6,8,1,9,1,6,4,6,10,7,4,6,8,10,3,WebDev
7,3,1,1,8,2,2,8,3,4,10,6,8,3,4,10,6,GameDev
8,7,4,6,4,5,3,6,1,1,8,4,7,6,7,1,5,UIUX
8,3,6,5,1,1,4,8,2,10,3,5,7,3,8,9,7,CyberSecurity
6,5,7,3,1,3,1,5,9,1,7,6,9,5,4,1,5,MobileDev
10,8,6,4,3,6,1,9,10,3,9,1,7,4,5,2,7,CyberSecurity
2,4,4,8,3,8,7,4,2,8,8,2,5,5,5,1,1,CodingSkill
6,7,7,10,10,5,5,6,2,8,6,2,3,7,9,6,3,SoftEng
1,7,10,2,1,4,7,2,5,2,5,7,8,1,7,8,4,CodingSkill
1,2,2,8,8,5,10,3,10,1,7,3,5,10,7,6,9,CodingSkill
3,8,6,7,4,4,9,4,9,5,9,4,2,5,7,6,4,CodingSkill
3,10,5,1,4,2,1,3,3,1,6,9,10,1,2,7,1,CodingSkill
5,10,2,2,6,1,8,7,9,8,2,5,2,10,2,9,4,DataScience
1,9,9,7,9,8,10,9,4,9,8,3,1,10,5,5,10,CodingSkill
10,6,7,3,9,1,4,6,3,2,4,7,1,6,7,10,9,WebDev
6,5,3,2,8,2,9,3,5,4,6,5,10,10,3,2,1,GameDev
7,1,7,1,1,5,2,9,7,6,2,7,4,7,3,2,7,WebDev
10,1,6,7,10,8,9,1,7,7,6,9,5,10,3,3,8,WebDev
3,9,7,3,10,10,8,5,2,5,2,10,10,6,5,3,8,CodingSkill
4,4,4,6,2,3,6,10,7,1,1,1,9,8,9,8,5,CodingSkill
10,1,10,10,3,9,5,10,7,7,5,6,7,7,10,6,9,WebDev
10,10,8,8,5,6,3,5,2,7,4,9,9,9,5,3,4,CyberSecurity
10,3,8,6,5,3,1,2,10,5,4,1,1,2,7,4,7,ProductManager
10,6,7,7,10,10,6,5,9,2,1,6,6,3,5,6,2,WebDev
10,8,7,6,8,7,10,1,8,2,9,3,1,9,4,6,4,GameDev
3,10,10,7,2,7,5,1,2,9,8,10,3,4,3,6,7,CodingSkill
1,2,8,5,2,7,8,4,6,9,1,8,3,2,1,2,7,CodingSkill
8,8,1,9,8,4,1,6,8,4,5,10,2,5,10,6,2,DataScience
10,1,6,3,1,6,10,2,9,4,9,7,9,9,1,9,8,WebDev
10,2,2,6,9,3,1,5,1,7,1,4,4,10,3,8,8,WebDev
2,8,1,9,2,4,7,10,7,5,10,4,5,2,9,6,3,CodingSkill
1,7,10,1,5,3,8,5,10,1,10,8,6,5,5,6,6,CodingSkill
8,5,7,5,3,3,10,3,5,5,3,6,8,4,1,8,1,CyberSecurity
7,10,6,4,5,1,1,4,9,4,4,7,10,4,4,10,5,ProductManager
7,2,5,9,8,5,9,2,9,3,2,5,8,4,7,6,10,WebDev
4,9,5,1,8,3,7,7,3,1,9,4,8,6,8,1,1,CodingSkill
9,5,9,4,6,1,7,3,10,9,1,1,5,9,9,4,1,CyberSecurity
6,8,9,1,9,9,8,6,7,4,4,7,7,8,8,3,8,DataScience
2,4,6,3,7,4,8,9,3,3,10,4,3,7,7,10,5,CodingSkill
1,9,3,4,2,9,1,7,4,8,3,5,10,8,4,9,4,CodingSkill
1,10,7,1,1,2,4,4,8,7,10,5,3,1,10,5,8,CodingSkill
9,7,4,5,8,2,9,2,1,6,9,2,5,3,6,5,3,MobileDev
4,2,5,6,1,4,3,7,4,6,3,2,1,9,4,5,6,CodingSkill
5,3,7,1,8,4,6,8,4,2,7,9,7,2,3,8,7,GameDev
3,2,7,10,9,5,4,3,3,9,2,6,6,6,2,9,2,CodingSkill
4,5,10,10,1,1,1,7,2,1,8,8,9,8,5,6,7,CodingSkill
8,2,8,4,7,5,3,1,8,4,2,6,5,3,10,2,1,DataScience
4,5,1,4,5,10,3,8,6,4,10,3,1,2,9,5,7,CodingSkill
9,9,5,1,8,2,3,7,2,9,9,3,8,2,1,8,1,DataScience
9,2,9,2,4,5,6,6,8,3,9,5,6,6,3,10,9,WebDev
6,9,7,10,2,10,9,3,8,9,9,3,10,8,10,6,10,SoftEng
2,7,2,5,7,10,7,4,7,2,6,2,1,6,10,10,5,CodingSkill
10,7,1,2,7,6,7,8,8,1,7,4,9,9,3,3,8,CyberSecurity
7,5,8,3,8,3,1,1,9,7,4,4,5,6,7,4,7,DataScience
9,8,9,9,9,4,9,2,3,2,2,9,2,6,9,6,5,UIUX
6,7,10,5,6,5,4,1,2,1,3,7,1,8,5,2,3,WebDev
3,6,5,1,3,6,8,4,7,9,3,8,6,4,3,2,3,CodingSkill
7,2,6,5,5,9,1,6,2,8,1,1,3,8,2,4,2,ProductManager
5,6,2,3,3,9,8,5,3,3,3,7,1,8,5,3,6,WebDev
1,2,5,1,10,6,9,6,6,2,4,10,6,2,4,1,9,CodingSkill
3,1,4,3,9,1,5,2,9,1,4,9,6,5,3,5,10,CodingSkill
5,9,8,6,5,6,7,5,9,10,3,9,4,3,6,1,8,CyberSecurity
7,5,8,10,7,10,10,1,10,4,10,5,6,3,4,9,1,DataScience
3,10,5,5,10,3,2,6,2,6,4,1,1,6,6,4,8,CodingSkill
6,10,8,1,7,5,1,4,1,2,4,6,5,3,2,6,2,ProductManager
5,4,6,2,7,5,6,10,6,6,3,3,5,8,6,8,6,GameDev
1,8,10,5,10,10,9,9,7,5,5,7,6,5,3,9,10,CodingSkill
10,5,6,9,4,4,1,3,8,1,3,8,5,2,3,1,8,MobileDev
6,7,4,5,4,3,10,3,4,10,8,6,1,5,4,3,5,ProductManager
8,3,10,5,3,1,1,9,7,7,3,2,3,7,4,1,1,CyberSecurity
1,8,3,1,4,7,4,4,9,7,10,10,10,9,3,4,2,CodingSkill
2,8,9,5,9,8,10,7,1,5,3,10,7,1,10,7,1,CodingSkill
4,3,5,8,5,5,6,10,3,4,8,9,5,6,1,6,8,CodingSkill
2,9,10,9,6,8,9,2,5,2,1,7,7,3,1,4,1,CodingSkill
9,8,10,10,4,4,2,1,7,7,4,9,6,3,8,4,1,MobileDev
10,1,4,3,1,8,5,10,5,8,3,2,2,9,2,7,6,WebDev
